tandem_value,dat_tim,rec_typ,auth_ppd,term_ln,term_fiid,term_id,crd_ln,crd_fiid,crd_num_19,brch,regn_id,term_typ_r,auth_typ_cde,auth_typ,auth_rte_stat,auth_originator,auth_responder,auth_entry_tim,auth_exit_tim,auth_re_entry_tim,auth_tran_dat_ymd,auth_tran_tim_hms,auth_tran_tim_tt,auth_post_dat_ymd,acq_ichg_setl_ymd,switch_date_fill,switch_date,switch_mm,switch_dd,iss_ichg_setl_ymd,seq_num,term_typ,tim_ofst,reference_1,acq_inst_id_num1,acq_inst_id_num2,rcv_inst_id_num1,rcv_inst_id_num2,cup_filler_1,cup_post_date,cup_filler_2,ref1_scsmg,billpay_ref1,tran_cde,tran_cde_frm,tran_cde_to,from_acct,receive_slip,to_acct,mult_acct,amt_1_full,amt_2_full,amt_3,dep_bal_cr,atc_counter,term_cability,dep_typ,emv_flag,resp_byte,term_name_loc,term_owner_name,term_city,term_st_x,term_cntry_x,to_acct_fee,acq_fee,iss_fee,change_acct,change_amt,orig_crncy_cde,auth_crncy_cde,auth_conv_rate,auth_crncy_amt,from_bank_code,to_bank_code,pcc_trace_no,bill_cnt_20,bill_cnt_100,bill_cnt_500,bill_cnt_1000,to_acct_name_benef,rvsl_rsn,pin_ofst,shrg_grp,dest_order,auth_id_resp,refr_imp_ind,refr_avail_imp,refr_ledg_imp,refr_hld_amt_imp,dep_setl_imp_flg,adj_setl_imp_flg,refr_ind_pbf1,refr_ind_pbf2,refr_ind_pbf3,refr_ind_pbf4,user_fld4,fee_amt,fee_amt_1,sub_type_from,sub_type_to,barcode_typ,tfr_ir_flg_fee,change_typ,reference_2,frwd_inst_id_num,crd_accpt_id_num,campaign_no,campaign_flag,code_scsmg,phone_cust_ncb,billpay_ref2,crd_iss_id_num,bill_cnt1_4,hopr1_amt,hopr2_amt,hopr3_amt,hopr4_amt,auth_branch_from,auth_branch_to,track2,cb_teller_id,cb_serial_no,card_type,sub_type,dcc_term_group,dcc_mark_up,interchange_tran_type,promptchai_flag,any_id_type,proxy_id,sender_name,proxy_type,acq_bank,iss_bank,dest_bank,pin_block_type,to_acct_name_sender,to_acct_disp_name,sender_tax_id,receiver_tax_id,vtm_bill_cnt,vtm_hopr1_amt_100,vtm_hopr2_amt_0500,vtm_hopr3_amt_1000,vtm_hopr4_amt_0020,vtm_hopr5_amt_0005,vtm_hopr6_amt_0001,special_scb_fee,special_ven_fee,billpay_ref3,rtp_ref_id,app_src_of_trans,app_inf_to_atm,typ_sender,typ_recv,waive_fee_flag,promptchai_wvfee_flag,p2p_billpay_norm_flag,special_bill_flag,verf_pin,mg_commit_date_time,mg_trans_ses_id,mg_tran_status,mg_sender_first_nm,mg_sender_last_nm,mg_sender_cnty,mg_rec_photo_num,mg_recv_dob,mg_recv_first_nm,mg_recv_last_nm,mg_recv_cnty,mg_recv_pos_trn,mg_relation_sender,mg_recv_occup,mg_receive_amt,mg_disp_amt_1,mg_disp_amt_2,mg_remain_amt_1,mg_remain_amt_2,mg_remain_fee,amlo_name,amlo_acct,amlo_id,amlo_crd_flag,amlo_crd_fiid,cr_border_txn_id,cr_usd_amt,cr_cncy_cde,cr_fx_rate,cr_fee,,,,,
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,111240,13,260416,0,0,0,0,0,0,1953,22,0,9E+21,,,,,,,,,,38,11,0,4320236521,0,,0,600,0,0,0,98,5,T,T,56,NCR S6622E XP,0,บ ป,ญ,H,0,0,0,0,0,764,140,0,0,14,0,0,0,0,0,0,,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,431,0,111,0,5577557300398063=3209000000000000008806,0,0,88,6,T5,0,98N,N,0,2.02106E+12,,NATID,14,14,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,12:40.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,111405,18,260416,0,0,0,0,0,0,1954,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,ญ,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,431,0,0,0,5577557300398063=3209              8806,,,88,6,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,14:05.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,111410,62,260416,0,0,0,0,0,0,1955,22,0,9E+21,,,,,,,,,,39,0,42,4320236521,0,0,0,0,0,0,0,100,5,T,T,0,NCR S6622E XP,0,บ ป,ญ,H,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,5700,0,0,5,7,0,0,0,00000000000000000000N0,,,,,,,,0,7.04019E+14,704,193,431,0,0,0,5577557300398063=3209000000000000008806,0,0,88,6,T5,1,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,14:10.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,111426,84,260416,0,0,0,0,0,0,1956,22,0,9E+21,,,,,,,,,,40,11,1,4320236521,0,4681253606,0,200,196892.47,196892.47,111000000,101,5,T,T,0,NCR S6622E XP,0,PHUKET   บ ป,ญ,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,431,0,111,111,5577557300398063=3209000000000000008806,0,0,88,6,T5,1,01N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,14:26.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,113212,76,260416,0,0,0,0,0,0,1957,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,ญ,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,431,0,0,0,5577557300398063=3209              8806,,,88,6,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,32:12.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113222,80,260416,0,0,0,0,0,0,1958,22,0,9E+21,,,,,,,,,,40,11,1,4320236521,0,4681253606,0,250,196642.47,196642.47,111000000,102,5,T,T,0,NCR S6622E XP,0,PHUKET   บ ป,ญ,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,431,0,111,111,5577557300398063=3209000000000000008806,0,0,88,6,T5,1,02N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,32:22.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,3,2.12643E+17,0,0,260416,113538,49,260416,0,0,0,0,0,0,22,30,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,DIEBOLD 510/560 XP,SIAM COMERCIAL,i :,W,sH,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008              0000,,,0,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,35:38.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113543,21,260416,0,0,0,0,0,0,23,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,425,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,25N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,35:43.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113600,56,260416,0,0,0,0,0,260416,24,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,478833188,0,500,0,0,0,426,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,140,400.0001,0,14,4,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,26N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,36:00.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113606,72,260416,0,0,0,0,0,0,25,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,427,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,27N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,36:06.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113624,23,260416,0,0,0,0,0,260416,26,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,1610073684,0,1000,0,0,0,428,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,140,200.0001,0,14,2,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,28N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,36:24.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,3,2.12643E+17,0,0,260416,113731,1,260416,0,0,0,0,0,0,27,30,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,DIEBOLD 510/560 XP,SIAM COMERCIAL,i :,W,sH,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008              0000,,,0,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,37:31.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100000B014B0019,UAT1,SCB,1010000071,111,0,N,31,110,12,5,6,2.12643E+17,0,0,260416,113731,0,260416,0,0,0,0,0,260416,4,50,0,1.40011E+20,,,,,,,,,,39,0,0,,0,1010000071,0,1000,0,0,0,0,0,0,0,72,????????????,ORFT-COUNTER SCB,0,0,0,14,22,14,1.40002E+14,0,764,140,0,0,14,2,,0,0,0,0,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,37:31.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113735,0,260416,0,0,0,0,0,0,28,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,430,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,30N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,37:35.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100000B014B0019,UAT1,SCB,1013024433,111,0,N,31,110,12,5,6,2.12643E+17,0,0,260416,113753,0,260416,0,0,0,0,0,260416,5,50,0,1.40011E+20,,,,,,,,,,39,0,0,,0,1013024433,0,1000,0,0,0,0,0,0,0,72,????????????,ORFT-COUNTER SCB,0,0,0,14,22,14,1.40002E+14,0,764,140,0,0,14,2,,0,0,0,0,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,37:53.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113800,17,260416,0,0,0,0,0,260416,29,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,20018557420,0,1500,0,0,0,431,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,143,400.0001,0,14,34,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,31N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:00.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113809,58,260416,0,0,0,0,0,0,30,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,433,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,33N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:09.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100000B014B0019,UAT1,SCB,483759983,111,0,N,31,110,12,5,6,2.12643E+17,0,0,260416,113816,0,260416,0,0,0,0,0,260416,6,50,0,1.40011E+20,,,,,,,,,,39,0,0,,0,483759983,0,500,0,0,0,0,0,0,0,72,????????????,ORFT-COUNTER SCB,0,0,0,14,22,14,1.40002E+14,0,764,140,0,0,14,4,,0,0,0,0,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:16.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113832,4,260416,0,0,0,0,0,260416,31,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,20000005080,0,2000,0,0,0,434,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,143,0.0001,0,14,30,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,34N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:32.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113837,97,260416,0,0,0,0,0,0,32,30,0,9E+21,,,,,,,,,,30,11,0,4340359024,0,0,0,0,1521255.87,1521255.87,0,435,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,1,,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,35N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:37.0,10:51.6,1,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113844,63,260416,0,0,0,0,0,0,33,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,436,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,36N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,38:44.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113915,23,260416,0,0,0,0,0,260416,34,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,12041844,0,3000,0,0,0,437,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,141,100.0001,0,14,11,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,37N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:15.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113920,57,260416,0,0,0,0,0,0,35,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,438,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,38N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:20.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,12,1,6,2.12643E+17,0,0,260416,113942,36,260416,0,0,0,0,0,260416,36,30,0,1.40011E+20,,,,,,,,,,39,11,0,4340359024,0,1000031814,0,3500,0,0,0,439,5,T,T,72,DIEBOLD 510/560 XP,0,i :,W,sH,0,13,5,1300000500,0,764,146,900.0001,0,14,69,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,1.8E+13,18,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,1,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,39N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:42.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100004B014B0051,UAT1,SCB,9941005141,989,0,N,31,110,12,5,6,2.12643E+17,0,0,260416,113943,0,260416,0,0,0,0,0,260416,13,50,0,1.40011E+20,,,,,,,,,,39,0,0,,0,9941005141,0,38741.12,0,0,0,0,0,0,0,72,??????????????????????,ORFT-COUNTER SCB,0,0,0,22.4,35.2,22.4,2.24004E+14,0,764,140,0,0,14,4,,0,0,0,0,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,8E+13,80,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:43.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,113947,60,260416,0,0,0,0,0,0,37,30,0,9E+21,,,,,,,,,,39,0,43,4340359024,0,0,0,0,0,0,0,440,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0.0001,0,0,0,1000000,0,1,0,0,,0,0,A,P,0,0,0,0,0,0,0,,,,,000000000000  00,0,0,,,0,0,0,00000000000000000000N0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557300397933=3008000000000000000000,0,0,0,0,T5,4,40N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:47.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100004B014B0051,UAT1,SCB,9941005141,989,0,N,31,110,12,5,6,2.12643E+17,0,0,260416,113951,0,260416,0,0,0,0,0,260416,14,50,0,1.40011E+20,,,,,,,,,,39,0,0,,0,9941005141,0,38741.12,0,0,0,0,0,0,0,72,??????????????????????,ORFT-COUNTER SCB,0,0,0,22.4,35.2,22.4,2.24004E+14,0,764,140,0,0,14,4,,0,0,0,0,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,8E+13,80,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,39:51.0,10:51.6,,NULL,NULL
